user_id,recommendations
32: 653 1756 1775 3107 5454 8456 10539 11768 11896 13402 13405 14495 15491 15879 22064 22351 22652 26253 31214 31215
33: 581 596 842 1000 1003 1673 1681 1684 1689 4679 4680 4686 4699 4701 4702 5301 10032 12595 13427 15078
34: 1153 1440 1478 1501 4343 4355 4458 4472 5099 5526 5649 6114 6232 8232 8266 8278 10650 13411 15013 21436
35: 970 1737 1753 1755 1756 1773 1775 1786 1789 1799 3113 3338 10346 11778 13161 14025 14077 14276 14501 22066
36: 916 922 1247 1329 1612 1655 1979 2978 2981 3747 4080 4122 4134 4146 4149 4152 4153 4212 4523 7830
37: 19 822 828 832 835 1007 1009 1013 1451 1693 1724 2644 2646 2721 2728 3546 4664 5878 10855 10997
38: 896 1048 1051 1084 1086 1125 1139 1178 1936 3274 3279 3831 4524 5201 5214 5528 5542 5585 5594 9101
39: 1062 1068 1120 1162 1399 1400 1401 1409 1413 1422 1475 3750 4080 4146 4212 4220 4229 4235 4883 7799
40: 581 591 595 596 613 836 839 842 1001 4680 4686 4689 4696 4697 4699 4701 4702 10032 12595 13427
41: 24 660 678 778 828 1539 1542 1556 2651 2733 2742 2747 2755 2765 2780 2784 2800 2882 4102 4999
42: 2375 5746 11246 11250 12143 12392 13175 13183 15180 17280 19289 19863 20268 20453 26067 26205 29081 30483 33891 33929
43: 92 682 689 691 705 773 775 822 2820 3135 3175 3334 3426 3504 4109 4246 4986 6206 6723 13012
44: 19 772 832 835 1007 1008 1156 1162 1259 1451 1538 1557 1665 2644 2721 2728 2757 2768 2828 5913
45: 3226 3243 4141 7317 7480 7752 8212 8274 8960 10643 11035 13827 13867 14584 24022 25289 26109 26190 33677 38000
46: 690 694 828 831 835 1008 1451 1538 1553 1693 1724 2728 2734 2753 2757 2773 2784 4587 4664 4740
47: 19 772 825 828 832 1007 1014 1451 1538 1547 1553 1557 2721 2728 2828 4664 4867 5512 5878 10855
48: 752 4075 5901 8176 8578 9419 10156 10160 11205 12248 12252 12257 12259 12288 15777 20463 20743 20887 29791 33309
49: 787 1072 1125 1133 1134 1156 1159 1162 1401 1407 1890 2499 3231 3750 4136 7976 7985 8968 13825 22750
50: 12 14 18 1066 1136 1428 1631 1632 1654 1987 2230 2418 2830 3379 3758 4186 4307 4330 5476 9762
51: 656 702 778 825 1008 1023 1636 2651 2823 2825 2882 2935 2945 3434 4102 4999 5378 7888 8179 11298
52: 662 663 772 832 1007 1008 1027 1032 1451 1538 1547 1636 1724 2721 2728 2828 4318 5878 5913 6117
53: 17 24 663 772 832 835 1008 1027 1634 1724 2726 2753 2766 2792 5002 5004 10594 10716 10856 11657
54: 737 784 808 1537 1542 1554 2742 2765 2788 2809 2823 2903 2936 5053 5081 5884 6811 8292 10820 14858
55: 85 821 2752 2782 2834 2855 3080 3137 3331 3563 3640 4091 4311 5281 6262 7621 7753 8301 8397 10223
56: 24 690 778 780 1542 1554 1634 1692 2742 2751 2753 2755 2757 2762 2767 2776 2784 2795 2796 3434
57: 13 786 1048 1051 1053 1073 1080 1084 1111 1115 1137 1156 1385 1386 1623 4133 4152 9103 9668 10641
58: 584 588 605 606 617 618 619 629 837 842 1673 1680 4679 4682 4685 4691 4696 4698 10022 10042
59: 17 24 778 779 1634 1692 2771 2784 2786 2787 2790 2799 2800 2802 2806 2814 2815 2823 2825 2831
60: 682 694 720 730 739 988 2949 2951 3429 3497 4241 4597 4922 5244 6262 6660 10072 12923 16372 37015
61: 17 664 779 1538 1553 1634 1692 2644 2646 2719 2751 2753 2757 2766 2802 3150 3430 3434 5378 9631
62: 902 1157 1325 1420 1440 1671 3469 4181 4192 4234 4358 4372 4385 4462 4469 4521 4525 6195 6255 7829
63: 58 219 360 395 404 418 520 4749 10734 12461 12848 21606 26059 26405 26565 29148 29423 30741 31139 35819
64: 96 104 722 775 1453 2937 3266 3491 3504 3514 4292 4311 4598 6154 6723 6907 6938 6968 11049 13198
65: 578 590 597 617 621 626 629 842 1002 1683 4691 4692 4855 5169 7330 8054 8464 10015 10021 10033
66: 983 1310 1316 1361 3336 5414 5418 5423 5425 5433 5440 7736 10533 11777 12752 14257 15492 18966 19303 31039
67: 9 942 949 955 958 3398 3399 3402 3403 4049 4050 4063 4064 4582 4583 5192 5271 5272 8129 8515
68: 879 2703 2704 3936 13097 13530 14292 14890 16005 16097 16477 16835 17888 17904 18207 18994 20720 21678 22707 23031
69: 3854 3857 3873 3884 3926 3969 3998 4777 4791 6328 6332 6333 16569 16570 16978 19012 19013 19176 24207 24234
70: 2654 3455 4073 5898 8098 8101 10154 11218 12258 12569 13628 15767 15798 15835 17275 18037 18039 23042 30733 35610
71: 938 1646 1801 1807 1810 1862 1884 1918 1952 1957 1976 2060 2119 2120 2201 2242 7480 8212 8274 14584
72: 83 747 1550 1860 2774 2951 3150 4587 4594 5244 6682 7616 7750 9630 10072 10757 16372 26373 31635 34111
73: 787 1048 1060 1071 1084 1191 1237 1407 1418 1623 3723 4080 4129 4139 4142 4273 4537 4620 5211 6693
74: 1454 2888 3514 3791 4907 4912 4945 5009 5279 5379 5390 5496 5681 5688 11741 12126 12902 13451 15167 28340
75: 659 983 1365 3101 3118 3132 5418 5433 5441 7675 7693 8948 10520 10562 12730 12752 14268 14555 18218 18240
76: 19 690 694 828 831 832 1007 1008 1014 1451 1540 1693 2644 2719 2728 2757 3077 4303 4664 4870
77: 1822 1870 1989 2052 2118 2218 3354 5777 5815 5818 7310 7570 7574 8495 8566 9905 10077 10773 10775 11282
78: 722 909 1037 4565 7194 7259 7338 7339 9068 9083 9803 9805 12289 12828 14315 14884 17448 18496 18927 21922
79: 1646 1822 1855 1888 1894 1957 1968 2342 2610 2632 3268 5793 6707 9488 10982 11356 19951 20721 23753 31437
80: 943 944 948 949 4049 4050 4052 4058 4062 4066 4582 4583 5192 5271 5272 7276 7279 8129 8515 8516
81: 96 705 1559 3497 3504 4241 4246 4505 4986 5880 6205 6206 6262 6660 6662 7432 8400 9161 10354 11049
82: 19 662 663 772 828 831 1008 1014 1451 2728 2828 2955 2962 3546 4664 4870 7420 10855 11049 24038
83: 2663 6290 6382 6601 7852 8103 8523 8574 9051 9420 10004 11136 11707 12226 12253 13641 15835 18034 18037 23718
84: 1870 1989 1993 3344 5471 5777 5818 6688 7310 7570 7758 8495 8565 8566 8727 10077 10773 10775 12078 13841
85: 572 586 587 5296 5307 7941 9939 9944 9951 9967 9971 12089 12097 12109 12193 12970 23903 23937 23939 29812
86: 19 662 663 678 772 825 1007 1014 1027 1451 1547 1557 1636 1724 2721 2726 2728 2828 5004 10594
87: 83 92 694 720 1559 2951 2955 2962 3285 3429 3768 4241 4293 4505 4594 6262 6660 6662 7432 16372
88: 741 2864 2872 3781 3810 4100 4315 4918 4936 4939 5053 5064 5081 5363 5503 5514 5664 8291 8680 9199
89: 1247 1406 1410 1443 1459 1476 1793 1931 4152 4166 4181 4191 4384 4473 4536 6609 7212 7805 7808 7834
90: 906 1082 1088 1226 1242 1384 1388 1399 1574 1582 1657 5541 5621 5838 6696 7927 7934 8248 23364 30059
91: 12 789 1080 1106 1111 1136 1141 1150 1564 1622 2230 3058 4110 4217 5525 5546 7046 7493 8273 9660
92: 3328 3622 3625 3638 3658 3677 3688 3693 4314 4936 5328 8624 10117 12944 12948 16610 17023 18089 23007 24999
93: 787 1055 1068 1109 1125 1139 1156 1159 1407 1653 3750 4084 4258 4326 4379 5201 5212 8231 11754 13884
94: 887 3181 3187 3197 4791 6328 7381 16490 16500 16537 16546 16552 16556 16570 16978 17919 19176 20133 29320 30220
95: 788 1086 1143 1568 1598 1602 1603 1604 2301 2686 3847 5219 5225 5246 5613 6176 8796 8826 9705 25929
96: 9 940 943 946 949 952 956 3396 3398 3419 4582 4583 5192 5271 5272 7220 7278 7279 8515 8516
97: 1131 1159 1160 1234 1236 1237 1387 1418 1463 1653 4122 4129 4139 4235 4258 4383 4523 5821 6692 9668
98: 3561 3767 4902 4961 5349 6393 6781 6854 7448 9267 10814 10847 10849 12775 12776 12893 13060 15431 21214 25123
99: 662 690 825 1007 1008 1451 1538 1542 1553 1557 1693 1724 2644 2719 2757 2768 4664 4740 10594 10855
100: 922 1048 1154 1234 1237 1387 1397 1400 1401 1408 1418 1422 1463 1653 4122 4235 4383 4523 6692 9668
101: 694 825 828 835 1008 1014 1032 1451 1543 1553 1557 1558 1693 2728 2828 2916 4587 5880 7420 20237
102: 1093 1131 1387 1397 1400 1475 1621 1653 3750 4080 4085 4235 4258 4273 4523 4541 5140 5211 5821 6692
103: 1646 1894 1988 2366 2387 2499 2510 2604 2622 3465 4145 5650 5750 5795 7571 7758 10314 11374 12765 21275
104: 988 1860 1861 2021 2885 2935 3141 3431 3438 3515 3768 4719 4999 6166 6659 6959 7581 9409 9630 12335
105: 1159 1222 1387 1409 1418 1422 1475 1657 2919 3296 3750 4136 4258 4363 4393 4541 4556 4564 5140 7799
106: 90 104 662 694 705 822 1550 1551 1719 2820 2951 2962 3175 4109 5400 5880 6723 10088 10997 13012
107: 92 691 694 696 988 1551 1715 1719 1860 3141 3500 3503 4293 5914 6209 6666 7345 7432 11049 22053
108: 1191 1621 1856 1932 2267 3737 4121 4125 4129 4150 4154 4408 5136 5813 5817 5828 5840 5843 9357 15190
109: 705 775 851 1550 1551 1719 3426 3490 3540 3558 4986 6206 6723 7964 8712 9161 9163 9166 9991 22270
110: 19 677 694 739 828 2822 3434 4740 4867 4870 5255 6166 6725 7621 7947 8028 9630 10088 10268 16367
111: 1204 1479 1855 1973 2003 2199 2267 2334 2338 3238 3351 4145 4208 5539 5611 5741 5765 5843 8899 17307
112: 676 698 709 727 2872 2876 2894 3490 3553 3596 3598 3600 3603 3614 3624 3665 4918 4936 5081 5503
113: 662 663 1007 1008 1011 1027 1032 1451 1538 1547 1553 1557 1558 1636 1693 1724 2728 4664 5878 5913
114: 789 1051 1052 1058 1060 1136 1137 1211 1235 1619 1623 1632 3058 4217 5532 5542 5547 9026 9103 9659
115: 85 694 828 833 2025 2644 2761 2816 2951 3137 4870 5244 6022 6260 6725 7753 8705 10354 16372 31898
116: 19 85 656 778 832 1007 1014 1537 1724 2644 2757 2765 2792 2793 3431 3434 4740 4870 5512 11298
117: 1134 1162 1387 1397 1400 1418 1419 1571 1653 1660 4080 4125 4212 4220 4235 4523 5140 5201 7799 9668
118: 922 1063 1116 1157 1329 1330 1385 1401 1402 1410 1440 1476 1488 1490 1494 3710 4384 4556 6193 7348
119: 17 690 832 835 1007 1451 1538 1553 1634 1636 1724 2644 2719 2753 2776 2784 4102 4664 4740 5378
120: 92 682 694 717 773 822 828 1550 1551 1559 1715 1717 1719 3175 7345 7420 7753 8026 10997 13012
121: 773 987 1550 2031 3138 3247 3250 3554 4109 4919 5003 5348 8289 9021 9567 10613 11712 15120 19150 21279
122: 922 1120 1134 1247 1387 1391 1396 1397 1422 1475 1660 2919 4136 4235 4462 4492 4883 7799 9668 12351
123: 1124 1126 1127 1140 1161 1191 1242 1665 1720 3740 4367 4399 4409 4424 5121 5125 5531 5553 6298 7206
124: 83 92 772 832 835 1007 1011 1027 1547 1557 1690 1719 1724 2728 2820 2828 3175 4050 5878 11659
125: 787 1048 1051 1131 1139 1159 1162 1397 1400 1418 1653 4080 4229 4235 4258 4326 4363 4541 5212 9668
126: 662 663 772 1007 1008 1014 1027 1451 1538 1547 1553 1636 1724 2721 4303 4664 5004 5878 5913 8044
127: 230 250 284 5961 8079 12456 12881 14711 14712 15373 15384 17038 17076 17082 17160 17572 18086 22564 24662 24711
128: 5084 6083 6087 6202 6538 8743 12311 12368 12931 13128 14703 15002 15105 15296 15739 17396 17418 17423 17426 17430
129: 19 662 663 772 825 832 835 1007 1008 1013 1014 1451 1547 1557 1636 1693 2828 4318 5878 5913
130: 6498 7510 7518 9830 9835 11548 12152 12653 13146 14467 23153 23568 24254 24360 26231 26855 28054 31599 32644 34976
131: 578 584 591 596 613 617 836 839 1001 1005 1674 1681 1685 4736 6072 10032 10042 12595 13427 15078
132: 570 581 591 602 605 613 620 1003 1004 1681 1684 4679 4686 4689 4690 4701 10042 12595 13427 15078
133: 20 663 772 825 832 1008 1011 1027 1451 1547 1553 1557 2721 2728 2828 4303 4664 5004 5512 5913
134: 303 455 3004 3028 10318 10320 17531 21432 24026 26035 26045 26353 26806 28686 30233 31543 31544 32525 32581 32596
135: 892 3183 3926 6328 9647 13293 13650 15208 15215 15829 16541 16569 16570 16716 16745 16747 16832 18527 19013 19176
136: 24 722 780 1537 1539 1634 2732 2751 2753 2755 2757 2762 2764 2765 2766 2776 2796 2815 2823 7888
137: 104 822 3426 3427 3504 4109 4246 4986 5358 6206 6723 8549 8613 9161 11603 13394 16370 17556 25501 35478
138: 121 162 177 189 240 428 493 556 3026 5563 5931 5948 5966 5984 6000 8033 9601 9655 12449 14704
139: 591 602 617 620 842 1000 1003 1673 4679 4686 4690 4696 4697 4701 6072 10032 10042 12595 13427 15078
140: 678 772 832 833 1007 1008 1538 1557 1558 1724 2644 2721 2828 2951 4303 4664 4740 5512 10088 10855
141: 825 1008 1032 1451 1538 1545 1636 2644 2726 2728 2776 2916 3488 3768 4318 4333 4740 4867 5002 6167
142: 922 1157 1182 1391 1419 1422 1443 1461 1463 1660 4152 4212 4369 4385 4393 4523 6609 7212 7799 7808
143: 15 1060 1064 1070 1106 1109 1118 1124 1148 1400 1648 2045 2688 2919 3058 4084 4136 4201 4217 8967
144: 716 741 1553 2862 2894 3547 3553 3561 3587 3600 3638 4099 5053 5081 5503 5916 7715 7728 7818 7872
145: 96 675 689 705 775 1551 1559 3135 3427 3504 4506 6206 6281 6723 7401 8712 9161 15093 28148 35478
146: 940 943 955 3403 3409 3419 4056 4063 8129 8132 8137 8139 8140 8143 8515 11377 24764 28349 28350 28352
147: 828 832 835 1007 1008 1011 1014 1451 1538 1547 1558 1636 2728 4303 4664 5512 5878 5913 10088 10855
148: 19 663 1007 1011 1014 1027 1032 1451 1557 1636 1724 2728 2826 2827 2828 3488 4303 4867 10594 11657
149: 19 662 663 772 825 835 1007 1008 1013 1547 1553 1554 1557 1558 1693 2721 2734 3546 5878 5913
150: 1153 1326 1332 1335 1396 1440 1478 1481 2979 4342 4343 5099 5526 5544 5550 8278 10671 10691 11919 13411
151: 104 822 1551 1559 1715 2660 3212 3320 3812 5005 5907 6276 10154 13638 17275 24757 28572 30792 32139 33945
152: 707 709 716 741 2862 2876 2894 3520 3547 3553 3576 3614 3624 3638 3658 3810 4918 4936 5238 9199
153: 24 698 721 727 737 741 822 828 1538 1545 3434 3520 3547 3553 3614 4172 4918 4936 5255 13012
154: 1157 1399 1400 1409 1422 1461 1475 1487 1612 1720 2033 2981 3750 4235 4385 7785 7799 11299 13955 13957
155: 76 104 694 773 828 1540 1550 1719 1860 2820 2951 3141 3175 4586 4593 6666 6959 7616 7750 11659
156: 694 702 828 831 1559 2726 2831 2934 2946 2951 2962 3488 4241 4664 4867 5880 10072 10997 17095 22053
157: 571 609 610 614 624 844 847 3100 4706 4857 4859 4864 7539 9491 10019 10293 12594 13968 15077 31497
158: 3625 3790 6803 7971 9201 11072 11234 12944 13271 14875 17463 20137 22956 23007 24045 25408 27906 29973 30911 34562
159: 944 949 952 958 959 960 3396 3398 3399 3400 3403 3419 4049 4062 4582 5271 5272 8129 8515 8516
160: 19 772 825 835 1007 1008 1009 1013 1451 1554 1557 1724 2719 2721 2728 2916 3436 4664 5498 5676
161: 787 1062 1068 1084 1106 1115 1156 1159 1162 1237 1571 1574 1621 3274 4133 4235 4363 4541 9103 10641
162: 698 709 716 724 3490 3501 3519 3547 3576 3601 3613 3614 3624 3626 3628 3638 3665 4936 7728 8291
163: 15 787 1050 1071 1125 1133 1574 2155 2413 2626 3831 4162 4421 4554 5536 5556 5576 5598 5625 6455
164: 678 682 988 1861 2955 2962 3141 3434 3515 3768 4172 4334 6166 6659 6959 10354 11049 14573 16367 25723
165: 902 1120 1335 1393 1406 1461 1481 3710 4181 4384 4467 4473 4556 4882 4883 4886 6609 7207 7348 7805
166: 940 946 955 958 3398 3410 3414 4049 4053 4056 4582 4990 5192 7274 7276 7278 7279 8129 8515 21649
167: 700 852 2740 3331 3514 4311 4502 4942 5252 6057 6761 7315 7322 8608 8644 9152 10827 12268 18623 23849
168: 3480 7669 7941 9936 9948 9955 9964 9970 10030 10043 12205 12973 17143 17879 22664 27825 29067 29366 29387 31203
169: 3795 3825 8020 8331 13039 13040 13044 13045 14231 15453 15461 15480 15482 18205 28910 28916 28917 28923 33013 34139
170: 1037 3154 3363 6151 9086 12796 17348 18927 20194 20197 20305 21396 22572 23021 25909 29293 29860 30475 33369 34807
171: 4092 4095 5706 7146 7355 8285 9122 9143 9291 10493 10498 10812 10817 10823 10850 11055 13800 15713 16284 24595
172: 711 721 741 2876 3520 3553 3576 3600 3601 3613 3626 3636 3692 3694 3792 3810 4936 5664 8321 10622
173: 85 717 821 829 1725 1860 1861 2752 2761 2782 2805 3141 4719 6659 7345 7581 7753 9409 14997 30074
174: 1081 1153 1437 1501 3757 4458 4462 5142 5526 5544 5550 6614 7897 8208 10599 10650 12589 13411 21436 21601
175: 24 85 664 690 1554 1634 1692 1868 2645 2651 2757 2784 2795 2796 2802 2815 3434 4102 4869 15203
176: 3094 3319 3330 4963 5009 5681 8698 9292 11904 12902 12905 13451 14405 14529 17869 20426 28700 29654 29996 31227
177: 983 1316 1361 1749 3101 3110 3114 8450 10533 12752 12963 13161 13973 13977 13978 14555 15492 18428 19303 22070
178: 1988 1989 2218 3344 5519 5753 5755 5773 5796 7188 7562 7565 7758 7974 9445 9457 11368 11911 17173 21275
179: 662 690 835 1007 1009 1013 1014 1451 1538 1553 1557 1558 1636 1724 2721 2728 2734 2757 4664 10855
180: 13 1136 1137 1150 1235 1632 1654 2051 2230 3749 4186 5525 5546 5792 6245 7493 8748 8792 9635 9797
181: 19 662 663 772 825 835 1007 1538 1547 1557 1636 1724 2828 2844 2936 3543 4249 4318 5878 5913
182: 922 1048 1068 1116 1336 1400 1467 1813 2170 2263 2919 3380 4149 4154 4368 5637 5843 7402 7985 8908
183: 15 787 1048 1073 1131 1237 1571 1586 1618 1619 4129 4133 4421 4524 4620 5122 5211 5617 5648 9659
184: 121 158 177 189 211 287 4842 5925 5948 5996 8036 8038 9601 9655 12458 12463 12479 16238 16241 17066
185: 786 1041 1115 1131 1139 1237 1407 1571 1618 1621 4129 4258 4273 4619 4639 5216 5531 9101 9103 9659
186: 5868 7244 8294 11432 12684 13549 14399 15102 18649 20466 20467 21312 24718 24721 26307 26431 26838 31966 32280 32712
187: 91 2851 2897 3065 3325 3514 4907 5916 6132 7417 8647 10386 13280 15167 17300 17912 18097 22552 25564 28340
188: 1811 2200 2674 3268 3343 3344 4165 4184 5462 7406 7976 7985 8917 8941 8961 9455 11884 14233 16452 29745
189: 717 821 867 2025 2761 2889 3289 3290 3514 3645 4311 5283 5507 5738 7753 8705 9176 10575 22554 27902
190: 1131 1238 1339 1418 1471 1571 4125 4135 4142 4150 4259 4275 5136 5147 5552 6693 7626 7627 15959 17664
191: 700 2852 2855 2888 3319 3566 3621 3645 3791 4311 4912 5009 5279 5390 5809 6907 7876 7955 7957 28340
192: 5660 7244 11428 11434 11441 14399 15102 20467 21610 26430 26431 28345 29012 29116 29122 29773 31966 32280 32712 33495
193: 663 832 835 1007 1008 1011 1014 1027 1032 1557 2728 2826 2828 3434 5002 5004 5512 5913 11657 11658
194: 678 698 721 740 852 1942 2737 2876 2894 3553 3603 3613 3638 3688 3818 4718 4936 9549 18763 19965
195: 757 761 763 2664 6597 7863 8173 9039 9314 9627 10160 11706 11731 12225 12250 14613 18044 21629 23044 28568
196: 825 832 1011 1013 1014 1027 1451 1538 1547 1553 1557 1636 1693 2721 2785 2828 2916 4318 5004 5878
197: 662 696 717 772 825 1543 1553 2646 2974 3768 4318 5160 5512 5878 5880 7345 9397 10757 17095 33827
198: 1145 1179 1431 1530 3710 4083 4191 4351 4360 4361 4416 4467 4473 4882 5265 5841 6247 6583 7778 19283
199: 50 129 177 241 4835 4850 9928 12327 12422 12444 12464 12466 12676 14704 15559 17068 17330 21717 21892 24018
200: 24 664 702 719 1545 1692 2719 2753 2802 2834 2903 3331 4665 4965 5884 6746 7323 10384 11066 25002
201: 2653 2666 2668 8578 9415 9419 12248 12288 13647 14243 15772 17274 19837 19979 20743 23535 29107 29406 30702 33309
202: 734 1941 2852 2854 2867 2903 3331 3508 3563 3610 3795 5884 6266 6716 6962 8020 8350 10820 11070 11073
203: 19 663 771 772 825 832 1007 1008 1014 1027 1451 1538 1553 1636 2721 2728 2828 5004 5878 5913
204: 581 591 595 596 839 842 994 1001 1003 1005 1685 1689 4680 4686 4701 4702 10032 12595 13427 15078
205: 4231 5618 6222 8216 8221 8730 8958 9329 10864 11892 14246 16451 17213 17419 18364 20484 23789 28611 28688 30178
206: 83 92 673 691 694 696 1540 1559 2779 2951 2955 2962 3136 3438 3503 4241 4293 7345 7753 13012
207: 2898 3533 4086 4906 5368 5508 6634 6746 7872 9227 10084 10819 10829 10930 12555 12816 26879 27755 27756 27757
208: 771 772 825 828 1007 1014 1451 1547 1553 1558 1693 2721 2728 2828 4664 4867 5512 5878 5913 6117
209: 772 825 832 833 1007 1451 1538 1553 1557 1558 1693 1724 2644 2728 2768 2828 3431 4740 4869 5913
210: 988 2756 3175 3334 3431 3434 3438 3503 3567 4293 4594 4719 6130 6959 7750 9409 9494 9630 11042 15203
211: 909 1071 1106 1111 1150 1564 1622 1654 1659 1729 2688 3758 4176 5546 7129 7493 8273 9332 10941 15130
212: 1048 1059 1060 1131 1339 1381 1571 1621 1623 2267 3274 3286 3840 4305 4404 5014 5617 5810 9664 18319
213: 92 104 673 694 1550 1719 2820 2962 3334 3438 3504 4246 4293 4986 6723 7345 7420 7753 11049 13012
214: 17 24 690 772 825 832 1007 1008 1014 1451 1557 2719 2721 2753 2767 2771 2784 2828 5378 10594
215: 1063 1145 1179 1342 1440 1448 1805 2980 4234 4462 4536 4552 4569 4885 5523 6079 6104 6114 14607 17736
216: 673 694 1540 1726 2644 2951 2955 2962 3141 3429 3431 3768 4334 4505 6725 6959 7345 7432 10354 11049
217: 3319 3332 3597 3605 4912 4945 5279 5390 5676 6023 6716 9159 10117 10820 11032 12901 12944 14867 17023 23007
218: 15 789 1073 1106 1936 3058 4430 4639 4890 5525 5542 5546 5575 7129 9026 9028 10797 10949 11579 11591
219: 95 697 712 820 1551 2176 3067 3438 4597 4598 4922 5020 5244 5357 6154 7146 7552 8980 12923 37015
220: 732 1008 1013 1451 1553 1558 2728 2916 3426 3436 3512 3551 3596 3619 4100 5503 5514 7753 8559 22163
221: 2662 8107 10009 11222 12221 12243 12563 12565 12572 12578 12661 14526 17265 18008 19079 20251 22193 24577 26381 31783
222: 9000 10366 10368 11096 12279 13221 13223 13228 14638 15109 16457 16470 17404 17422 20041 24270 24276 31320 35534 36308
223: 1060 1072 1084 1106 1154 1210 1407 1571 1572 1619 1623 1630 1936 3274 4133 4620 5211 5216 9103 12130
224: 2654 3208 3215 4074 5892 5896 7863 8173 8531 9039 11706 11731 12232 12233 12235 18007 18039 20618 21629 28379
225: 1105 1140 1153 1262 1385 1419 1431 1459 1498 1665 4351 4358 4359 4369 4384 4399 4467 4889 7212 7784
226: 6430 6465 8815 8816 9867 10095 10674 11017 11853 13135 13951 14724 15297 15953 16590 17431 23553 23556 25244 31848
227: 19 662 663 772 832 1007 1008 1547 1553 1557 1558 1636 1693 1724 2644 2721 3546 4664 5878 5913
228: 664 690 768 1634 1692 2644 2645 2731 2742 2753 2757 2758 2764 2766 2771 2795 2802 4593 5158 7241
229: 83 678 694 828 835 1008 1014 1451 1540 1543 1557 1636 1724 2951 4303 5913 7616 10088 10855 11659
230: 83 101 673 694 696 822 2951 2962 3175 3768 4241 4334 5255 5880 6022 6725 11011 16372 17095 37015
